Dpse_gene,Dmel_gene,Type,Share_by_Dsub
LOC26533395,CG42759,Single copy gene,1
LOC26533400,Muc12Ea,Single copy gene,1
LOC26533428,Ir7e,Single copy gene,1
LOC26533437,TBC1D16,Single copy gene,1
LOC26533439,CG43109,Single copy gene,1
LOC26533468,CG43149,Single copy gene,1
LOC26533533,mRpS5,Single copy gene,1
LOC26533539,CG45086,Single copy gene,1
LOC26533547,CG45063,Single copy gene,1
LOC26533548,rl,Single copy gene,1
LOC26533558,IM14,Single copy gene,1
LOC26533564,ich,Single copy gene,1
LOC26533571,Nipped-A,Single copy gene,1
LOC26533572,CG42718,Single copy gene,1
LOC26533575,lmgA,Single copy gene,1
LOC26533591,SamDC,Single copy gene,1
LOC26533594,CG43672,Single copy gene,1
LOC26533597,CG33310,Single copy gene,1
LOC26533608,CG42372,Single copy gene,1
LOC26533621,CG42497,Single copy gene,1
LOC26533625,dati,Single copy gene,1
LOC26533661,Cen,Single copy gene,1
LOC26533666,CG33159,Single copy gene,1
LOC26533670,mRpS7,Single copy gene,1
LOC26533672,CG4783,Single copy gene,1
LOC26533680,CG43232,Single copy gene,1
LOC26533691,Ssu72,Single copy gene,1
LOC26533742,CG5390,Single copy gene,1
LOC26533744,CG9384,Single copy gene,1
LOC26533778,CG15579,Single copy gene,1
LOC26533794,CG9650,Single copy gene,1
LOC26533805,Gprk1,Single copy gene,1
LOC26533818,CG43779,Single copy gene,1
LOC26533845,CG8924,Single copy gene,1
LOC26533848,Mkp,Single copy gene,1
LOC26533853,kug,Single copy gene,1
LOC26533860,CG33521,Single copy gene,1
LOC26533890,CG14459,Single copy gene,1
LOC26533897,dpr21,Single copy gene,1
LOC26533904,CG33626,Single copy gene,1
LOC26533905,CG34459,Single copy gene,1
LOC26533920,MtnE,Single copy gene,1
LOC26533923,pre-mod_mdg4_-X,Single copy gene,1
LOC26533928,tctn,Single copy gene,1
LOC26533930,CG12637,Single copy gene,1
LOC26533940,CG33786,Single copy gene,1
LOC26533942,CG18170,Single copy gene,1
LOC26533982,Pym,Single copy gene,1
LOC26534002,CG42367,Single copy gene,1
LOC26534020,Stim,Single copy gene,1
LOC26534028,Cpes,Single copy gene,1
LOC26534030,vap,Single copy gene,1
LOC26534035,SNRPG,Single copy gene,1
LOC26534038,CG34423,Single copy gene,1
LOC26534064,CG33172,Single copy gene,1
LOC26534076,CG43315,Single copy gene,1
LOC26534138,CG4995,Single copy gene,1
LOC26534142,CG10332,Single copy gene,1
LOC26534170,CG13455,Single copy gene,1
LOC26534190,AGO3,Single copy gene,1
LOC26534202,CG34166,Single copy gene,1
LOC26534211,CG31808,Single copy gene,1
LOC26534216,SNF4Agamma,Single copy gene,1
LOC26534253,CG7530,Single copy gene,1
LOC26534258,CG34160,Single copy gene,1
LOC26534282,CG42380,Single copy gene,1
LOC26534283,CG34330,Single copy gene,1
LOC26534294,CG43218,Single copy gene,1
LOC26534298,nudE,Single copy gene,1
LOC26534304,CG33978,Single copy gene,1
LOC26534315,Mob3,Single copy gene,1
LOC26534320,Ptp36E,Single copy gene,1
LOC26534323,Amnionless,Single copy gene,1
LOC26534324,CG43400,Single copy gene,1
LOC26534338,CG46320,Single copy gene,1
LOC26534339,CG42662,Single copy gene,1
LOC26534353,Pur-alpha,Single copy gene,1
LOC26534361,IntS3,Single copy gene,1
LOC26534363,CG12863,Single copy gene,1
LOC26534411,vnc,Single copy gene,1
LOC26534446,CG12866,Single copy gene,1
LOC26534449,CG44622,Single copy gene,1
LOC26534452,l_2_41Ab,Single copy gene,1
LOC4800233,CAH4,Single copy gene,1
LOC4800235,Nph,Single copy gene,1
LOC4800237,Nlp,Single copy gene,1
LOC4800238,CG34133,Single copy gene,1
LOC4800239,CG10877,Single copy gene,1
LOC4800240,RpS8,Single copy gene,1
LOC4800242,CG15514,Single copy gene,1
LOC4800243,dgt1,Single copy gene,1
LOC4800244,lili,Single copy gene,1
LOC4800246,Sry-delta,Single copy gene,1
LOC4800247,CG7006,Single copy gene,1
LOC4800248,CG7943,Single copy gene,1
LOC4800249,RpL32,Single copy gene,1
LOC4800250,Sry-alpha,Single copy gene,1
LOC4800252,CG5180,Single copy gene,1
LOC4800253,spn-A,Single copy gene,1
LOC4800256,janA,Single copy gene,1
LOC4800259,ZIPIC,Single copy gene,1
LOC4800260,Axn,Single copy gene,1
LOC4800261,Capa,Single copy gene,1
LOC4800263,CG15922,Single copy gene,1
LOC4800264,CG9717,Single copy gene,1
LOC4800265,CG11504,Single copy gene,1
LOC4800266,CG15525,Single copy gene,1
LOC4800267,Sas-6,Single copy gene,1
LOC4800268,CG12069,Single copy gene,1
LOC4800269,Vps13B,Single copy gene,1
LOC4800270,Spn100A,Single copy gene,1
LOC4800271,eIF2Balpha,Single copy gene,1
LOC4800272,CG15517,Single copy gene,1
LOC4800274,Cog7,Single copy gene,1
LOC4800275,CG7920,Single copy gene,1
LOC4800276,CG15522,Single copy gene,1
LOC4800280,Jon99Ci,Single copy gene,1
LOC4800281,trp,Single copy gene,1
LOC4800283,TkR99D,Single copy gene,1
LOC4800284,CG15515,Single copy gene,1
LOC4800285,CG31036,Single copy gene,1
LOC4800286,CG42557,Single copy gene,1
LOC4800287,CG31019,Single copy gene,1
LOC4800288,CG31021,Single copy gene,1
LOC4800289,CG15528,Single copy gene,1
LOC4800293,sima,Single copy gene,1
LOC4800295,PH4alphaPV,Single copy gene,1
LOC4800298,DPCoAC,Single copy gene,1
LOC4800299,Cad99C,Single copy gene,1
LOC4800300,Zip99C,Single copy gene,1
LOC4800302,CG2267,Single copy gene,1
LOC4800303,CG7950,Single copy gene,1
LOC4800304,CG31038,Single copy gene,1
LOC4800305,CG7896,Single copy gene,1
LOC4800306,CG31010,Single copy gene,1
LOC4800307,Pka-C2,Single copy gene,1
LOC4800308,eIF4H2,Single copy gene,1
LOC4800309,CG15543,Single copy gene,1
LOC4800311,wts,Single copy gene,1
LOC4800313,zfh1,Single copy gene,1
LOC4800315,CG15544,Single copy gene,1
LOC4800316,tll,Single copy gene,1
LOC4800317,Cpr100A,Single copy gene,1
LOC4800318,CG15545,Single copy gene,1
LOC4800321,CG15547,Single copy gene,1
LOC4800322,Cyp4c3,Single copy gene,1
LOC4800323,Ptx1,Single copy gene,1
LOC4800324,Sap-r,Single copy gene,1
LOC4800325,CG15549,Single copy gene,1
LOC4800326,CG15550,Single copy gene,1
LOC4800327,Ctr1C,Single copy gene,1
LOC4800328,5-HT7,Single copy gene,1
LOC4800332,Alp4,Single copy gene,1
LOC4800333,dco,Single copy gene,1
LOC4800334,Chchd3,Single copy gene,1
LOC4800335,Sox100B,Single copy gene,1
LOC4800336,CG11317,Single copy gene,1
LOC4800339,CG11318,Single copy gene,1
LOC4800340,CG15554,Single copy gene,1
LOC4800341,stops,Single copy gene,1
LOC4800342,bnk,Single copy gene,1
LOC4800343,mesh,Single copy gene,1
LOC4800344,Gycbeta100B,Single copy gene,1
LOC4800345,CG1544,Single copy gene,1
LOC4800346,chp,Single copy gene,1
LOC4800347,Zwilch,Single copy gene,1
LOC4800348,CG1542,Single copy gene,1
LOC4800349,ATPsynC,Single copy gene,1
LOC4800351,CG12054,Single copy gene,1
LOC4800352,Vps16A,Single copy gene,1
LOC4800353,TrpRS,Single copy gene,1
LOC4800354,sage,Single copy gene,1
LOC4800355,ATP6AP2,Single copy gene,1
LOC4800356,Ibf2,Single copy gene,1
LOC4800357,Ibf1,Single copy gene,1
LOC4800362,Vps15,Single copy gene,1
LOC4800363,CycB3,Single copy gene,1
LOC4800364,Elal,Single copy gene,1
LOC4800366,CG7016,Single copy gene,1
LOC4800367,CG13640,Single copy gene,1
LOC4800368,ppk22,Single copy gene,1
LOC4800369,CG9702,Single copy gene,1
LOC4800370,tmod,Single copy gene,1
LOC4800371,jdp,Single copy gene,1
LOC4800372,CG9698,Single copy gene,1
LOC4800373,PH4alphaSG2,Single copy gene,1
LOC4800374,PH4alphaEFB,Single copy gene,1
LOC4800379,PH4alphaSG1,Single copy gene,1
LOC4800380,PH4alphaNE1,Single copy gene,1
LOC4800381,PH4alphaMP,Single copy gene,1
LOC4800382,CG31371,Single copy gene,1
LOC4800383,spdo,Single copy gene,1
LOC4800384,CDase,Single copy gene,1
LOC4800385,CG2224,Single copy gene,1
LOC4800386,aralar1,Single copy gene,1
LOC4800387,Osi23,Single copy gene,1
LOC4800388,CG15537,Single copy gene,1
LOC4800389,CG15534,Single copy gene,1
LOC4800390,CG15533,Single copy gene,1
LOC4800391,CG2218,Single copy gene,1
LOC4800392,CG15536,Single copy gene,1
LOC4800393,mRpS18C,Single copy gene,1
LOC4800394,CG15535,Single copy gene,1
LOC4800395,Fer2LCH,Single copy gene,1
LOC4800396,Fer1HCH,Single copy gene,1
LOC4800398,CG18404,Single copy gene,1
LOC4800401,CG9737,Single copy gene,1
LOC4800403,RpS7,Single copy gene,1
LOC4800404,CG9743,Single copy gene,1
LOC4800405,CG9747,Single copy gene,1
LOC4800407,Bet5,Single copy gene,1
LOC4800410,Mlc2,Single copy gene,1
LOC4800412,CG31030,Single copy gene,1
LOC4800413,CG11498,Single copy gene,1
LOC4800414,CG15529,Single copy gene,1
LOC4800415,AdoR,Single copy gene,1
LOC4800416,Tpi,Single copy gene,1
LOC4800418,Ppi1,Single copy gene,1
LOC4800419,CG7829,Single copy gene,1
LOC4800422,CG31357,Single copy gene,1
LOC4800423,RabX4,Single copy gene,1
LOC4800424,niki,Single copy gene,1
LOC4800427,CG6980,Single copy gene,1
LOC4800428,polybromo,Single copy gene,1
LOC4800429,Ude,Single copy gene,1
LOC4800430,Ets96B,Single copy gene,1
LOC4800431,CG13634,Single copy gene,1
LOC4800432,CG5805,Single copy gene,1
LOC4800433,CG42331,Single copy gene,1
LOC4800435,CG13631,Single copy gene,1
LOC4800436,AstA,Single copy gene,1
LOC4800440,CG13630,Single copy gene,1
LOC4800441,Rpb10,Single copy gene,1
LOC4800442,CG13627,Single copy gene,1
LOC4800443,slo,Single copy gene,1
LOC4800446,Ppox,Single copy gene,1
LOC4800447,CG31126,Single copy gene,1
LOC4800448,CG6695,Single copy gene,1
LOC4800449,CG31125,Single copy gene,1
LOC4800452,atl,Single copy gene,1
LOC4800453,Wsck,Single copy gene,1
LOC4800454,phu,Single copy gene,1
LOC4800456,jus,Single copy gene,1
LOC4800457,CG14515,Single copy gene,1
LOC4800458,CG11899,Single copy gene,1
LOC4800459,Mesh1,Single copy gene,1
LOC4800460,Cyt-c1L,Single copy gene,1
LOC4800462,Brd8,Single copy gene,1
LOC4800463,Cisd2,Single copy gene,1
LOC4800464,eEF1gamma,Single copy gene,1
LOC4800465,Usp1,Single copy gene,1
LOC4800469,stg,Single copy gene,1
LOC4800475,Ptp99A,Single copy gene,1
LOC4800476,CG2321,Single copy gene,1
LOC4800478,Spase12,Single copy gene,1
LOC4800479,CG2310,Single copy gene,1
LOC4800480,CG2010,Single copy gene,1
LOC4800482,Trc8,Single copy gene,1
LOC4800483,Dr,Single copy gene,1
LOC4800488,CG7568,Single copy gene,1
LOC4800489,CG1907,Single copy gene,1
LOC4800491,ppk21,Single copy gene,1
LOC4800492,ppk19,Single copy gene,1
LOC4800493,ppk30,Single copy gene,1
LOC4800495,Obp99a,Single copy gene,1
LOC4800496,Bub3,Single copy gene,1
LOC4800497,CG7582,Single copy gene,1
LOC4800498,Gycalpha99B,Single copy gene,1
LOC4800500,dmrt99B,Single copy gene,1
LOC4800501,Obp99d,Single copy gene,1
LOC4800502,Obp99b,Single copy gene,1
LOC4800503,CG15506,Single copy gene,1
LOC4800505,Naa40,Single copy gene,1
LOC4800506,CG18731,Single copy gene,1
LOC4800507,Kul,Single copy gene,1
LOC4800508,CG7601,Single copy gene,1
LOC4800509,CIA30,Single copy gene,1
LOC4800510,Gnpnat,Single copy gene,1
LOC4800511,Wdr24,Single copy gene,1
LOC4800512,Prp18,Single copy gene,1
LOC4800514,GatA,Single copy gene,1
LOC4800515,NP15.6,Single copy gene,1
LOC4800516,CG14285,Single copy gene,1
LOC4800521,Hug,Single copy gene,1
LOC4800524,Vha55,Single copy gene,1
LOC4800525,Snx3,Single copy gene,1
LOC4800526,Not10,Single copy gene,1
LOC4800528,bon,Single copy gene,1
LOC4800529,Pus1,Single copy gene,1
LOC4800530,Srp72,Single copy gene,1
LOC4800532,CG16953,Single copy gene,1
LOC4800534,Srp14,Single copy gene,1
LOC4800535,CG5412,Single copy gene,1
LOC4800536,TFAM,Single copy gene,1
LOC4800541,CG4393,Single copy gene,1
LOC4800543,CG4374,Single copy gene,1
LOC4800547,Ir94g,Single copy gene,1
LOC4800549,CG10177,Single copy gene,1
LOC4800550,CG10175,Single copy gene,1
LOC4800554,CG10164,Single copy gene,1
LOC4800555,beat-IV,Single copy gene,1
LOC4800558,CG10184,Single copy gene,1
LOC4800560,GILT3,Single copy gene,1
LOC4800563,SPE,Single copy gene,1
LOC4800569,prt,Single copy gene,1
LOC4800570,Gba1a,Single copy gene,1
LOC4800572,CG10301,Single copy gene,1
LOC4800573,CG10300,Single copy gene,1
LOC4800574,nau,Single copy gene,1
LOC4800575,CG10365,Single copy gene,1
LOC4800576,Rpn9,Single copy gene,1
LOC4800577,Ublcp1,Single copy gene,1
LOC4800578,CG17111,Single copy gene,1
LOC4800579,Cow,Single copy gene,1
LOC4800586,CenB1A,Single copy gene,1
LOC4800587,CG31365,Single copy gene,1
LOC4800588,CG31457,Single copy gene,1
LOC4800592,ps,Single copy gene,1
LOC4800594,alpha-Man-IIa,Single copy gene,1
LOC4800595,Task7,Single copy gene,1
LOC4800597,CG8135,Single copy gene,1
LOC4800598,CG9356,Single copy gene,1
LOC4800599,CG8132,Single copy gene,1
LOC4800601,Or85f,Single copy gene,1
LOC4800602,FER,Single copy gene,1
LOC4800603,Srr,Single copy gene,1
LOC4800604,CG18473,Single copy gene,1
LOC4800605,CG45050,Single copy gene,1
LOC4800606,pasi2,Single copy gene,1
LOC4800607,btn,Single copy gene,1
LOC4800608,CG6937,Single copy gene,1
LOC4800609,CG33107,Single copy gene,1
LOC4800610,Dph5,Single copy gene,1
LOC4800611,CSN6,Single copy gene,1
LOC4800612,bond,Single copy gene,1
LOC4800613,sit,Single copy gene,1
LOC4800614,CG5326,Single copy gene,1
LOC4800616,AdipoR,Single copy gene,1
LOC4800617,CG5346,Single copy gene,1
LOC4800620,Octbeta1R,Single copy gene,1
LOC4800621,WASp,Single copy gene,1
LOC4800622,CG1647,Single copy gene,1
LOC4800623,CG1523,Single copy gene,1
LOC4800625,wdn,Single copy gene,1
LOC4800627,intr,Single copy gene,1
LOC4800629,CG9997,Single copy gene,1
LOC4800631,AstA-R2,Single copy gene,1
LOC4800634,CG14062,Single copy gene,1
LOC4800636,CG10011,Single copy gene,1
LOC4800637,CG9986,Single copy gene,1
LOC4800640,Esp,Single copy gene,1
LOC4800642,Sec13,Single copy gene,1
LOC4800643,ATPsynCF6,Single copy gene,1
LOC4800644,DNApol-epsilon255,Single copy gene,1
LOC4800645,slou,Single copy gene,1
LOC4800651,Prx3,Single copy gene,1
LOC4800652,SF1,Single copy gene,1
LOC4800653,pins,Single copy gene,1
LOC4800654,CG5639,Single copy gene,1
LOC4800655,dsd,Single copy gene,1
LOC4800656,CG5612,Single copy gene,1
LOC4800657,Mtl,Single copy gene,1
LOC4800658,CG5611,Single copy gene,1
LOC4800659,Tusp,Single copy gene,1
LOC4800660,tau,Single copy gene,1
LOC4800662,Mlc1,Single copy gene,1
LOC4800663,unc80,Single copy gene,1
LOC4800664,CG5590,Single copy gene,1
LOC4800666,Sce,Single copy gene,1
LOC4800667,CG31055,Single copy gene,1
LOC4800668,CG12880,Single copy gene,1
LOC4800669,ALiX,Single copy gene,1
LOC4800671,btz,Single copy gene,1
LOC4800672,CROT,Single copy gene,1
LOC4800673,CG12877,Single copy gene,1
LOC4800686,CG5003,Single copy gene,1
LOC4800687,mRpS22,Single copy gene,1
LOC4800688,CG33213,Single copy gene,1
LOC4800690,CG31301,Single copy gene,1
LOC4800691,Trs33,Single copy gene,1
LOC4800692,CG42726,Single copy gene,1
LOC4800693,CG5038,Single copy gene,1
LOC4800694,CG5044,Single copy gene,1
LOC4800695,Atg4b,Single copy gene,1
LOC4800696,ldlCp,Single copy gene,1
LOC4800697,Trax,Single copy gene,1
LOC4800698,CG6171,Single copy gene,1
LOC4800700,mRpL45,Single copy gene,1
LOC4800702,mRRF2,Single copy gene,1
LOC4800705,Efa6,Single copy gene,1
LOC4800706,Aduk,Single copy gene,1
LOC4800708,CG8861,Single copy gene,1
LOC4800710,CG15564,Single copy gene,1
LOC4800711,qless,Single copy gene,1
LOC4800712,mRpL32,Single copy gene,1
LOC4800714,spn-F,Single copy gene,1
LOC4800719,pHCl-2,Single copy gene,1
LOC4800724,CG31204,Single copy gene,1
LOC4800725,Gcn2,Single copy gene,1
LOC4800726,PNPase,Single copy gene,1
LOC4800727,Gprk2,Single copy gene,1
LOC4800728,Loxl1,Single copy gene,1
LOC4800729,CG11334,Single copy gene,1
LOC4800730,CG11333,Single copy gene,1
LOC4800734,CG6330,Single copy gene,1
LOC4800735,Spag1,Single copy gene,1
LOC4800736,CG14252,Single copy gene,1
LOC4800737,CG46339,Single copy gene,1
LOC4800738,Ets97D,Single copy gene,1
LOC4800739,T48,Single copy gene,1
LOC4800741,ro,Single copy gene,1
LOC4800742,CG5500,Single copy gene,1
LOC4800743,Rb97D,Single copy gene,1
LOC4800744,SPARC,Single copy gene,1
LOC4800745,His2Av,Single copy gene,1
LOC4800746,ball,Single copy gene,1
LOC4800747,IntS12,Single copy gene,1
LOC4800748,Lerp,Single copy gene,1
LOC4800749,Tl,Single copy gene,1
LOC4800750,CG14247,Single copy gene,1
LOC4800751,CG6403,Single copy gene,1
LOC4800753,CG14246,Single copy gene,1
LOC4800754,CG14244,Single copy gene,1
LOC4800755,GckIII,Single copy gene,1
LOC4800759,CG17475,Single copy gene,1
LOC4800760,CG4053,Single copy gene,1
LOC4800762,CG31267,Single copy gene,1
LOC4800763,CG31266,Single copy gene,1
LOC4800764,CG5255,Single copy gene,1
LOC4800767,TwdlW,Single copy gene,1
LOC4800768,CAH7,Single copy gene,1
LOC4800769,Fmr1,Single copy gene,1
LOC4800770,nerfin-2,Single copy gene,1
LOC4800771,Npc2c,Single copy gene,1
LOC4800772,Npc2e,Single copy gene,1
LOC4800773,Npc2d,Single copy gene,1
LOC4800774,Fancl,Single copy gene,1
LOC4800775,ohgt,Single copy gene,1
LOC4800776,CG12811,Single copy gene,1
LOC4800777,mtTFB2,Single copy gene,1
LOC4800778,CG11722,Single copy gene,1
LOC4800779,CG3909,Single copy gene,1
LOC4800780,CG31407,Single copy gene,1
LOC4800781,Mical,Single copy gene,1
LOC4800782,CG5359,Single copy gene,1
LOC4800786,Art4,Single copy gene,1
LOC4800794,CG12783,Single copy gene,1
LOC4800796,NPF,Single copy gene,1
LOC4800797,CG10345,Single copy gene,1
LOC4800798,CG14892,Single copy gene,1
LOC4800799,Scp2,Single copy gene,1
LOC4800800,CG14903,Single copy gene,1
LOC4800805,Decay,Single copy gene,1
LOC4800806,Gr89a,Single copy gene,1
LOC4800807,Cad89D,Single copy gene,1
LOC4800816,GstD11,Single copy gene,1
LOC4800817,CG10035,Single copy gene,1
LOC4800819,CG33098,Single copy gene,1
LOC4800825,CG34402,Single copy gene,1
LOC4800826,CG5196,Single copy gene,1
LOC4800827,Dip-C,Single copy gene,1
LOC4800828,pps,Single copy gene,1
LOC4800829,Scgbeta,Single copy gene,1
LOC4800830,CG17202,Single copy gene,1
LOC4800832,NANS,Single copy gene,1
LOC4800833,CG5641,Single copy gene,1
LOC4800834,Prosalpha2,Single copy gene,1
LOC4800835,Aos1,Single copy gene,1
LOC4800836,Srlp,Single copy gene,1
LOC4800839,trus,Single copy gene,1
LOC4800841,CG5961,Single copy gene,1
LOC4800842,CG12267,Single copy gene,1
LOC4800843,CG5608,Single copy gene,1
LOC4800845,dmt,Single copy gene,1
LOC4800846,trbd,Single copy gene,1
LOC4800850,Oga,Single copy gene,1
LOC4800851,CG3337,Single copy gene,1
LOC4800852,Nelf-A,Single copy gene,1
LOC4800853,e,Single copy gene,1
LOC4800856,Rab1,Single copy gene,1
LOC4800857,AP-2sigma,Single copy gene,1
LOC4800858,Idi,Single copy gene,1
LOC4800859,CG3308,Single copy gene,1
LOC4800861,SIFaR,Single copy gene,1
LOC4800862,CG16791,Single copy gene,1
LOC4800866,tin,Single copy gene,1
LOC4800867,bap,Single copy gene,1
LOC4800871,mbo,Single copy gene,1
LOC4800872,Gnmt,Single copy gene,1
LOC4800873,CG14395,Single copy gene,1
LOC4800874,CG6225,Single copy gene,1
LOC4800875,Dtg,Single copy gene,1
LOC4800876,CG6753,Single copy gene,1
LOC4800881,H,Single copy gene,1
LOC4800882,Pi3K92E,Single copy gene,1
