Orthogroup	Dmel	Dmir	Dpse	Dsub	Dvir	Dwil
OG0000820	casp	Dmir_LOC108160094, Dmir_LOC117185804	Dpse_LOC4805352	XP_034650584.1, XP_034659769.1	Dvir_XP_002050660.2, Dvir_XP_032291076.1	Dwil_XP_002074538.1
OG0000821	Sema1b	Dmir_LOC108159762, Dmir_LOC117192756, Dmir_LOC117193066, Dmir_LOC117193067	Dpse_LOC4804668	XP_034650679.1	Dvir_XP_002049749.2	Dwil_XP_002063898.2
OG0000822	M1BP, ranshi	Dmir_LOC108155017	Dpse_LOC4803004	XP_034663600.1	Dvir_XP_002054673.2, Dvir_XP_002054674.2	Dwil_XP_002069988.3, Dwil_XP_002069989.1
OG0000823	Lectin-galC1, lectin-37Da	Dmir_LOC108162998	Dpse_LOC4816599	XP_034667909.1		Dwil_XP_002064419.2, Dwil_XP_002064420.1, Dwil_XP_002064421.1, Dwil_XP_015034054.1
OG0000824	Roc1a	Dmir_LOC108164784	Dpse_LOC6901854	XP_034650140.1	Dvir_XP_002057958.1	Dwil_XP_002060724.1, Dwil_XP_002061279.1, Dwil_XP_002067451.1, Dwil_XP_002075940.1
OG0000825	APC4	Dmir_LOC108157382, Dmir_LOC108158523	Dpse_LOC4814976, Dpse_LOC6897108	XP_034662533.1, XP_034664199.1	Dvir_XP_002055064.1	Dwil_XP_002071368.1
OG0000826	CG18067	Dmir_LOC108160876, Dmir_LOC117193392	Dpse_LOC4804637	XP_034654343.1	Dvir_XP_002049602.1, Dvir_XP_032295808.1	Dwil_XP_002061608.2, Dwil_XP_023032893.1
OG0000827	CG31226	Dmir_LOC108162331, Dmir_LOC108163304	Dpse_LOC6902625, Dpse_LOC6903539	XP_034667114.1, XP_034667849.1	Dvir_XP_032293622.1	Dwil_XP_002067209.1
OG0000828	Qsox2, Qsox3, Qsox4	Dmir_LOC108151162, Dmir_LOC117187321	Dpse_LOC117183336, Dpse_LOC6900261	XP_034662926.1	Dvir_XP_032293619.1	
OG0000829	pip	Dmir_LOC108152627, Dmir_LOC108165233	Dpse_LOC6900247	XP_034658961.1	Dvir_XP_015030651.1, Dvir_XP_032291169.1	Dwil_XP_023031923.1, Dwil_XP_023031990.1
OG0000830	FDY, PPYR1, vig2	Dmir_LOC108156664	Dpse_LOC4802119	XP_034664433.1	Dvir_XP_015027275.1	Dwil_XP_002072977.1, Dwil_XP_015031902.1
OG0000831	CG42374	Dmir_LOC108151965, Dmir_LOC117194903, Dmir_LOC117194932	Dpse_LOC6900242	XP_034659520.1	Dvir_XP_015031718.1	Dwil_XP_002060664.1, Dwil_XP_002065761.1
OG0000832	CG9911	Dmir_LOC108164766	Dpse_LOC4815112	XP_034666479.1	Dvir_XP_002056416.1, Dvir_XP_002060144.1	Dwil_XP_002064687.3, Dwil_XP_002070345.2, Dwil_XP_002071302.1
OG0000833	LRP1	Dmir_LOC108158999, Dmir_LOC117191607, Dmir_LOC117191608, Dmir_LOC117191610	Dpse_LOC6898133	XP_034653858.1	Dvir_XP_002049622.2	Dwil_XP_023030772.1
OG0000834	Oatp33Ea	Dmir_LOC108163955, Dmir_LOC117188745, Dmir_LOC117188747	Dpse_LOC6902890, Dpse_LOC6902891	XP_034668222.1	Dvir_XP_032294680.1	Dwil_XP_002065524.1
OG0000835	RpS5a, RpS5b	Dmir_LOC108159010	Dpse_LOC6901354	XP_034671272.1	Dvir_XP_002055634.1	Dwil_XP_002064275.1, Dwil_XP_002075551.1, Dwil_XP_002075573.1
OG0000836	CG30356, CG46428	Dmir_LOC117192451, Dmir_LOC117193958, Dmir_LOC117193959	Dpse_LOC117183534	XP_034654873.1	Dvir_XP_032292846.1	Dwil_XP_002061510.3
OG0000837	CG12129	Dmir_LOC108158868, Dmir_LOC108160420, Dmir_LOC117190431	Dpse_LOC4804081	XP_034652419.1	Dvir_XP_002048742.1	Dwil_XP_002063521.1, Dwil_XP_023033238.1
OG0000838	CG13408	Dmir_LOC108154435, Dmir_LOC108154532	Dpse_LOC4801075, Dpse_LOC6897399	XP_034661388.1, XP_034665158.1	Dvir_XP_002053799.2	Dwil_XP_015032193.1
OG0000839	CG43206	Dmir_LOC108163019	Dpse_LOC117184823, Dpse_LOC6901534	XP_034672077.1	Dvir_XP_015031680.1, Dvir_XP_015031790.1, Dvir_XP_032290964.1	Dwil_XP_002062326.2
OG0000840	CG8066, Cys	Dmir_LOC108156154	Dpse_LOC4801728	XP_034661797.1, XP_034664728.1	Dvir_XP_002054040.1	Dwil_XP_002069848.1, Dwil_XP_002069849.1
OG0000841	Arf79F	Dmir_LOC108151433	Dpse_LOC4813437, Dpse_LOC6900388	XP_034658829.1, XP_034665085.1	Dvir_XP_002047666.1, Dvir_XP_032296025.1	Dwil_XP_002068485.1
OG0000842	Diap2	Dmir_LOC108159671, Dmir_LOC117193609, Dmir_LOC117193610, Dmir_LOC117193611	Dpse_LOC4805563	XP_034651197.1	Dvir_XP_002049160.1	Dwil_XP_002063416.1
OG0000843	CG42816	Dmir_LOC108157726, Dmir_LOC108157807, Dmir_LOC108161223	Dpse_LOC26532323, Dpse_LOC6896795, Dpse_LOC6902365	XP_034655788.1, XP_034667498.1		
OG0000844	tum	Dmir_LOC108154868, Dmir_LOC108159136, Dmir_LOC117186993, Dmir_LOC117186994	Dpse_LOC4805148	XP_034652877.1	Dvir_XP_002049552.1	Dwil_XP_002063565.2
OG0000845	CG16812	Dmir_LOC108162543, Dmir_LOC117188946, Dmir_LOC117188947, Dmir_LOC117188948	Dpse_LOC4816342	XP_034668174.1	Dvir_XP_002057703.1	Dwil_XP_002065666.1
OG0000846	Swim	Dmir_LOC108159944, Dmir_LOC117194096, Dmir_LOC117194097, Dmir_LOC117194098	Dpse_LOC4805227	XP_034654600.1	Dvir_XP_002050789.1	Dwil_XP_002061289.1
OG0000847	CG10748, CG10749	Dmir_LOC108150762, Dmir_LOC108165581	Dpse_LOC4813462, Dpse_LOC4813696	XP_034656146.1		Dwil_XP_002066060.2, Dwil_XP_002066061.1
OG0000848	Rpt1	Dmir_LOC108158114, Dmir_LOC117188339	Dpse_LOC4804886	XP_034654725.1	Dvir_XP_015030226.1	Dwil_XP_002060996.1, Dwil_XP_002071607.1, Dwil_XP_015033188.1
OG0000849	eIF2Bdelta	Dmir_LOC108158534, Dmir_LOC117192197, Dmir_LOC117192199, Dmir_LOC117192200	Dpse_LOC4804488	XP_034653053.1	Dvir_XP_032292027.1	Dwil_XP_023036992.1
OG0000850	CG31041	Dmir_LOC108154514	Dpse_LOC4800486	XP_034661113.1, XP_034661363.1, XP_034661376.1, XP_034661378.1	Dvir_XP_002055839.1, Dvir_XP_002055840.1	
OG0000851	CG5225	Dmir_LOC117187020, Dmir_LOC117187156	Dpse_LOC26533150, Dpse_LOC6897455	XP_034663006.1, XP_034663317.1	Dvir_XP_015026286.1	Dwil_XP_023036403.1
OG0000852	CG10147	Dmir_LOC108152011	Dpse_LOC6900963	XP_034656619.1, XP_034659320.1	Dvir_XP_002047329.2, Dvir_XP_002047331.2, Dvir_XP_002047332.1	Dwil_XP_023031938.1
OG0000853	CG13369, CG17010	Dmir_LOC108164987	Dpse_LOC4814728	XP_034659282.1	Dvir_XP_002052318.2, Dvir_XP_032289264.1	Dwil_XP_002071092.1, Dwil_XP_023031663.1
OG0000854	CG6830, CG6834	Dmir_LOC108155222	Dpse_LOC4802848	XP_034660895.1	Dvir_XP_032289625.1, Dvir_XP_032289626.1	Dwil_XP_002070321.2, Dwil_XP_023035528.1
OG0000855	Mvd	Dmir_LOC117186089, Dmir_LOC117186645	Dpse_LOC117183640, Dpse_LOC26533243, Dpse_LOC4811727	XP_034670655.1	Dvir_XP_032292439.1	Dwil_XP_002075379.1
OG0000856	Caf1-55	Dmir_LOC108155153, Dmir_LOC108157297	Dpse_LOC4803088, Dpse_LOC6897547	XP_034663831.1, XP_034664984.1	Dvir_XP_015027115.1	Dwil_XP_023035887.1
OG0000857	PCNA	Dmir_LOC108160006, Dmir_LOC108160012, Dmir_LOC117193688, Dmir_LOC117193689	Dpse_LOC4804497	XP_034651132.1	Dvir_XP_002049083.1	Dwil_XP_002063876.1
OG0000858	CG34432, CG34433	Dmir_LOC108154469	Dpse_LOC6896694	XP_034661347.1	Dvir_XP_002054074.1, Dvir_XP_032295631.1, Dvir_XP_032295928.1	Dwil_XP_002073497.1
OG0000859	Txl	Dmir_LOC108152543	Dpse_LOC117183985, Dpse_LOC4813220	XP_034657625.1, XP_034667593.1	Dvir_XP_002046357.1	Dwil_XP_002062022.1, Dwil_XP_002074104.1
OG0000860	CG30036, CG30037, GalT1	Dmir_LOC108158497, Dmir_LOC117188055	Dpse_LOC4804892	XP_034654722.1	Dvir_XP_002059321.1	Dwil_XP_002066226.1
OG0000861	CG16704	Dmir_LOC108161502, Dmir_LOC108163882	Dpse_LOC6902966, Dpse_LOC6902967	XP_034666897.1, XP_034666898.1	Dvir_XP_002051586.1	Dwil_XP_002065483.1
OG0000862	Takl2	Dmir_LOC108156694	Dpse_LOC4800935	XP_034662335.1	Dvir_XP_015026962.1	Dwil_XP_002070531.3, Dwil_XP_015032475.1, Dwil_XP_023032473.1, Dwil_XP_023034022.1
OG0000863	CG1103	Dmir_LOC108156141, Dmir_LOC117187278, Dmir_LOC117188292, Dmir_LOC117188309	Dpse_LOC4802749	XP_034661775.1	Dvir_XP_002058674.2	Dwil_XP_002072738.2
OG0000864	CG17760, CG30054, Galphaq	Dmir_LOC108159265	Dpse_LOC4804929	XP_034650321.1	Dvir_XP_002050742.1, Dvir_XP_002050743.1	Dwil_XP_015031999.1
OG0000865	CG42235	Dmir_LOC108157318	Dpse_LOC4802223	XP_034661828.1	Dvir_XP_002053462.3, Dvir_XP_015027450.1, Dvir_XP_032290680.1, Dvir_XP_032290685.1	Dwil_XP_023035679.1
OG0000866	Amacr	Dmir_LOC108162607, Dmir_LOC117189077, Dmir_LOC117189078, Dmir_LOC117189079	Dpse_LOC4817280	XP_034670184.1	Dvir_XP_002052193.1	Dwil_XP_002065002.1
OG0000867	RpL38	Dmir_LOC117186608, Dmir_LOC117188171, Dmir_LOC117190887, Dmir_LOC117191376	Dpse_LOC26532275	XP_034652922.1	Dvir_XP_032292508.1	Dwil_XP_002063494.1
OG0000868	Vha14-2	Dmir_LOC108154497	Dpse_LOC6897381	XP_034661287.1		Dwil_XP_015033379.1, Dwil_XP_015034921.2, Dwil_XP_023036326.1, Dwil_XP_023037284.1, Dwil_XP_023037407.1
OG0000869	CG8701	Dmir_LOC117187964	Dpse_LOC4803594	XP_034654993.1	Dvir_XP_002049644.1	Dwil_XP_002063726.2, Dwil_XP_002069459.2, Dwil_XP_023035567.1, Dwil_XP_023036963.1
OG0000870	CG15484, squ	Dmir_LOC108154236, Dmir_LOC108161165, Dmir_LOC108161296	Dpse_LOC4817506	XP_034666668.1	Dvir_XP_002052244.1	Dwil_XP_002074338.1
OG0000871	Fs_2_Ket	Dmir_LOC108163245	Dpse_LOC4817107	XP_034670181.1, XP_034671046.1	Dvir_XP_002052194.1	Dwil_XP_002067380.2, Dwil_XP_023031117.1, Dwil_XP_023031830.1
OG0000872	CG7342	Dmir_LOC108157324		XP_034660523.1	Dvir_XP_002056044.2, Dvir_XP_015024943.1, Dvir_XP_015025901.1, Dvir_XP_015026037.1, Dvir_XP_015026907.1	Dwil_XP_002072840.1
OG0000873	CG8010	Dmir_LOC108156398, Dmir_LOC108162898	Dpse_LOC6896876, Dpse_LOC6901625, Dpse_LOC6901627	XP_034669446.1	Dvir_XP_002055075.1	Dwil_XP_002075370.1
OG0000874	CG12511	Dmir_LOC108161490, Dmir_LOC108161593	Dpse_LOC4816303, Dpse_LOC6902586	XP_034667128.1, XP_034667502.1	Dvir_XP_002051423.2	Dwil_XP_002065397.2
OG0000875	RpS10a, RpS10b	Dmir_LOC108152683	Dpse_LOC4815470	XP_034657383.1, XP_034663997.1	Dvir_XP_002058225.1, Dvir_XP_032296491.1	Dwil_XP_002070858.1
OG0000876	Mul1	Dmir_LOC108152778, Dmir_LOC108161461	Dpse_LOC4812521, Dpse_LOC6903187	XP_034656625.1	Dvir_XP_002047407.1	Dwil_XP_002068426.1, Dwil_XP_015032577.1
OG0000877	CG15096	Dmir_LOC108160084	Dpse_LOC4803621	XP_034650012.1	Dvir_XP_002050271.1, Dvir_XP_015029965.1, Dvir_XP_032292277.1, Dvir_XP_032292278.1	Dwil_XP_002061469.1
OG0000878	CG12224, CG3397	Dmir_LOC108155423	Dpse_LOC4802584	XP_034650123.1, XP_034662938.1	Dvir_XP_015027374.1	Dwil_XP_002069711.1, Dwil_XP_002069712.1
OG0000879	Hexo2	Dmir_LOC108164402, Dmir_LOC108165174	Dpse_LOC4814710, Dpse_LOC6901564	XP_034654152.1, XP_034671047.1	Dvir_XP_002055261.1	Dwil_XP_002061147.1
OG0000880	CG34041, PH4alphaNE2	Dmir_LOC108155860, Dmir_LOC117185970, Dmir_LOC117187044	Dpse_LOC6896720, Dpse_LOC6903737			Dwil_XP_023036021.1, Dwil_XP_023036247.1
OG0000881	jumu	Dmir_LOC108156144, Dmir_LOC117187110, Dmir_LOC117187111	Dpse_LOC4801028, Dpse_LOC6899343	XP_034663531.1	Dvir_XP_002053034.1	Dwil_XP_023034158.1
OG0000882	Aldh	Dmir_LOC108163578, Dmir_LOC108163579	Dpse_LOC4818031, Dpse_LOC6903367	XP_034666253.1, XP_034666255.1	Dvir_XP_002057876.1	Dwil_XP_002067091.1
OG0000883	CG7763	Dmir_LOC108162329, Dmir_LOC108162330, Dmir_LOC117188723, Dmir_LOC117189153	Dpse_LOC6902329, Dpse_LOC6902626	XP_034667476.1, XP_034669497.1		
OG0000884	CG13216	Dmir_LOC108160191, Dmir_LOC117193142, Dmir_LOC117193143	Dpse_LOC4804725	XP_034651435.1	Dvir_XP_002059837.1, Dvir_XP_032291650.1	Dwil_XP_023033435.1
OG0000885	CG12091, CG15035	Dmir_LOC108153229	Dpse_LOC4814159	XP_034659439.1	Dvir_XP_002046496.1, Dvir_XP_002055138.1	Dwil_XP_002061813.1, Dwil_XP_002067521.1
OG0000886	HSPBAP1	Dmir_LOC108155280	Dpse_LOC117183899, Dpse_LOC117183960, Dpse_LOC4800670, Dpse_LOC6902542	XP_034664255.1	Dvir_XP_002055981.1	Dwil_XP_002069898.1
OG0000887	CG11007	Dmir_LOC108160621	Dpse_LOC4804941	XP_034652690.1	Dvir_XP_002049140.1	Dwil_XP_002063823.1, Dwil_XP_015033382.1, Dwil_XP_015034902.1, Dwil_XP_023037306.1
OG0000888	Tom7	Dmir_LOC108159723, Dmir_LOC108162758, Dmir_LOC117188144, Dmir_LOC117190131	Dpse_LOC4803354	XP_034653813.1	Dvir_XP_002048705.1	Dwil_XP_002068828.1
OG0000889	Prosalpha3, Prosalpha3T	Dmir_LOC108158362, Dmir_LOC117193545	Dpse_LOC4805509	XP_034650401.1	Dvir_XP_002050162.1	Dwil_XP_002074799.1, Dwil_XP_015034782.2
OG0000890	icln	Dmir_LOC108159628, Dmir_LOC117192729, Dmir_LOC117192730, Dmir_LOC117193065	Dpse_LOC4804680	XP_034652644.1	Dvir_XP_002049853.1	Dwil_XP_002061025.1
OG0000891	del	Dmir_LOC108163323	Dpse_LOC6903584	XP_034667036.1, XP_034668697.1	Dvir_XP_015024543.1, Dvir_XP_032294598.1	Dwil_XP_023033212.1, Dwil_XP_023033913.1
OG0000892	CG42380	Dmir_LOC108160159, Dmir_LOC117187943, Dmir_LOC117189939, Dmir_LOC117190789	Dpse_LOC26534282	XP_034650473.1	Dvir_XP_015024748.1	Dwil_XP_015034847.1
OG0000893	Osi11	Dmir_LOC108153927	Dpse_LOC4801897	XP_034661773.1	Dvir_XP_002058552.2	Dwil_XP_002073621.1, Dwil_XP_015031851.1, Dwil_XP_015034907.1, Dwil_XP_023030896.1
OG0000894	CG5539	Dmir_LOC108159681, Dmir_LOC117185974, Dmir_LOC117187903	Dpse_LOC4803389	XP_034651409.1	Dvir_XP_002049755.1, Dvir_XP_032292725.1	Dwil_XP_002066136.1
OG0000895	CG9890	Dmir_LOC108160657, Dmir_LOC117190843, Dmir_LOC117191590, Dmir_LOC117191591	Dpse_LOC4803620	XP_034651072.1	Dvir_XP_002049434.1	Dwil_XP_002062718.2
OG0000896	mud	Dmir_LOC108154454, Dmir_LOC117192357	Dpse_LOC6901440	XP_034651058.1	Dvir_XP_002053124.2, Dvir_XP_002059005.2, Dvir_XP_015026580.1	Dwil_XP_023030971.1
OG0000897	Bace	Dmir_LOC108162717	Dpse_LOC6903379	XP_034667931.1	Dvir_XP_002058247.1, Dvir_XP_002058248.1, Dvir_XP_002058249.2	Dwil_XP_002067144.1, Dwil_XP_002071184.1
OG0000898	Rcd1	Dmir_LOC108159352, Dmir_LOC117190651, Dmir_LOC117190652, Dmir_LOC117191586	Dpse_LOC4803648	XP_034652658.1	Dvir_XP_015029650.1	Dwil_XP_023032037.1
OG0000899	KdelR	Dmir_LOC108162896, Dmir_LOC108163950	Dpse_LOC4817772, Dpse_LOC6903479	XP_034667255.1	Dvir_XP_002051151.1	Dwil_XP_002065057.1, Dwil_XP_015033954.1
OG0000900	CG7639	Dmir_LOC108158194, Dmir_LOC117189350, Dmir_LOC117190071, Dmir_LOC117190073	Dpse_LOC4804017	XP_034652859.1	Dvir_XP_015029404.1	Dwil_XP_015034443.1
OG0000901	GPHR	Dmir_LOC108160649, Dmir_LOC117187081, Dmir_LOC117194695, Dmir_LOC117194698	Dpse_LOC4804013	XP_034652884.1	Dvir_XP_002049692.2	Dwil_XP_002062917.1
OG0000902	Pp4-19C	Dmir_LOC108153068, Dmir_LOC108163347	Dpse_LOC4815858, Dpse_LOC6902927	XP_034667379.1, XP_034670023.1	Dvir_XP_002058157.2	Dwil_XP_002071058.1
OG0000903	Cpr78Cc	Dmir_LOC108152261, Dmir_LOC108152262	Dpse_LOC4813643, Dpse_LOC6900876	XP_034656242.1, XP_034656243.1	Dvir_XP_002047164.1	Dwil_XP_023033475.1
OG0000904	CG43325	Dmir_LOC108160176, Dmir_LOC117188075, Dmir_LOC117188165, Dmir_LOC117191271	Dpse_LOC26533240	XP_034650330.1	Dvir_XP_015030351.1	Dwil_XP_015034424.2
OG0000905	CG6337	Dmir_LOC108160914, Dmir_LOC117188110	Dpse_LOC4805156	XP_034652896.1	Dvir_XP_002049546.1	Dwil_XP_002068747.1, Dwil_XP_002068748.1, Dwil_XP_002068749.1
OG0000906	CG13069	Dmir_LOC108150890, Dmir_LOC108153728, Dmir_LOC108153741	Dpse_LOC6900143, Dpse_LOC6900144, Dpse_LOC6900476	XP_034657546.1	Dvir_XP_002046195.1	
OG0000907	CG5050	Dmir_LOC108162809, Dmir_LOC108162811	Dpse_LOC4817421, Dpse_LOC6902908	XP_034666642.1, XP_034667250.1	Dvir_XP_002059144.2	Dwil_XP_023036749.1
OG0000908	CG7251	Dmir_LOC108164238	Dpse_LOC6901451, Dpse_LOC6902592	XP_034668781.1	Dvir_XP_002051416.2, Dvir_XP_032296443.1	Dwil_XP_002065402.1, Dwil_XP_015031951.1
OG0000909	CG12560	Dmir_LOC108163486	Dpse_LOC26532675	XP_034667479.1, XP_034667480.1	Dvir_XP_002051823.1, Dvir_XP_015028947.1	Dwil_XP_002064805.2, Dwil_XP_023031450.1
OG0000910	Uro	Dmir_LOC108162944	Dpse_LOC4817128	XP_034669880.1	Dvir_XP_002056172.1, Dvir_XP_032289662.1, Dvir_XP_032294970.1	Dwil_XP_002066725.1, Dwil_XP_002066727.1
OG0000911	CG10725, Muc68D	Dmir_LOC108165608	Dpse_LOC4811953	XP_034659509.1	Dvir_XP_002047717.2, Dvir_XP_002048623.2	Dwil_XP_002061627.2, Dwil_XP_015033279.1
OG0000912	Naa20A	Dmir_LOC108152671, Dmir_LOC108156078	Dpse_LOC6897402, Dpse_LOC6902134	XP_034663653.1, XP_034663982.1	Dvir_XP_002058139.1	Dwil_XP_002071712.1
OG0000913	GstE3	Dmir_LOC108160371, Dmir_LOC108160903	Dpse_LOC5495515, Dpse_LOC6898657	XP_034651870.1, XP_034651871.1		Dwil_XP_002074751.1, Dwil_XP_002074754.1
OG0000914	CG16719	Dmir_LOC108152535, Dmir_LOC108152984	Dpse_LOC26533208, Dpse_LOC4812686	XP_034655973.1		Dwil_XP_002065628.1, Dwil_XP_002068240.1, Dwil_XP_023037495.1
OG0000915	CG9861	Dmir_LOC108160693, Dmir_LOC117188131, Dmir_LOC117188132, Dmir_LOC117188133	Dpse_LOC4803713	XP_034651994.1	Dvir_XP_002049059.1	Dwil_XP_002062688.1
OG0000916	CG11060, CG33140	Dmir_LOC108164147	Dpse_LOC6903489	XP_034668838.1	Dvir_XP_002059989.2, Dvir_XP_002059990.1	Dwil_XP_002063186.1, Dwil_XP_023030520.1
OG0000917	Or82a	Dmir_LOC108154459	Dpse_LOC4802762	XP_034664097.1	Dvir_XP_002058494.2	Dwil_XP_002069519.2, Dwil_XP_002072067.1, Dwil_XP_002076012.3, Dwil_XP_015031831.1
OG0000918	hng1	Dmir_LOC108159873, Dmir_LOC117193466, Dmir_LOC117194054, Dmir_LOC117194914	Dpse_LOC4805541	XP_034653339.1	Dvir_XP_002049806.1	Dwil_XP_002062828.1
OG0000919	CG9568	Dmir_LOC108159566, Dmir_LOC108163792	Dpse_LOC6898271, Dpse_LOC6902399	XP_034653018.1, XP_034666601.1	Dvir_XP_002051093.1	Dwil_XP_002064682.1
OG0000920	CG7694	Dmir_LOC108156872, Dmir_LOC108156873	Dpse_LOC4801440, Dpse_LOC6897205	XP_034660475.1	Dvir_XP_032289411.1	Dwil_XP_002073539.1, Dwil_XP_023036536.1
OG0000921	CG4781	Dmir_LOC108160748, Dmir_LOC117193419, Dmir_LOC117193422, Dmir_LOC117193674	Dpse_LOC4805432	XP_034653869.1	Dvir_XP_002048808.2	Dwil_XP_002063381.2
OG0000922	mh	Dmir_LOC108161288, Dmir_LOC108164564, Dmir_LOC117188940	Dpse_LOC4816020	XP_034671153.1, XP_034671157.1	Dvir_XP_002057197.1	Dwil_XP_002070860.1
OG0000923	CG4151	Dmir_LOC108151968, Dmir_LOC108164921	Dpse_LOC4815708, Dpse_LOC6902284	XP_034660781.1, XP_034672091.1	Dvir_XP_002055194.3	Dwil_XP_002064186.1
OG0000924	CG34012	Dmir_LOC108153732, Dmir_LOC117186325	Dpse_LOC6900777, Dpse_LOC6900782	XP_034659125.1	Dvir_XP_002048527.1, Dvir_XP_002048529.2	Dwil_XP_002068556.1
OG0000925	CG5597	Dmir_LOC108160455, Dmir_LOC117190855	Dpse_LOC4803513	XP_034654867.1	Dvir_XP_002049957.2, Dvir_XP_032292148.1	Dwil_XP_015034164.1, Dwil_XP_023030882.1
OG0000926	hts	Dmir_LOC108158598, Dmir_LOC117191235, Dmir_LOC117191583, Dmir_LOC117191874	Dpse_LOC4803659	XP_034654508.1	Dvir_XP_002049846.2	Dwil_XP_023032120.1
OG0000927	arx	Dmir_LOC108153095, Dmir_LOC108162403	Dpse_LOC4812568, Dpse_LOC6903223	XP_034656803.1	Dvir_XP_002047588.2	Dwil_XP_002061444.1, Dwil_XP_002068170.2
OG0000928	Sse	Dmir_LOC108151739, Dmir_LOC108163891, Dmir_LOC117189158, Dmir_LOC117189159	Dpse_LOC4812927	XP_034658279.1	Dvir_XP_002047397.2	Dwil_XP_023037356.1
OG0000929	cal1	Dmir_LOC108154016	Dpse_LOC4800756	XP_034653773.1, XP_034660848.1, XP_034663989.1, XP_034667543.1	Dvir_XP_002054236.1	Dwil_XP_002073024.2
OG0000930	tej	Dmir_LOC108157221, Dmir_LOC108159217	Dpse_LOC4805490, Dpse_LOC6896718, Dpse_LOC6898402	XP_034651672.1	Dvir_XP_002050881.2	Dwil_XP_002061325.3
OG0000931	Pi4KIIalpha	Dmir_LOC108155962	Dpse_LOC117183378, Dpse_LOC117185594, Dpse_LOC4802426, Dpse_LOC6897598	XP_034663336.1	Dvir_XP_002054621.2	Dwil_XP_023035922.1
OG0000932	GstE2	Dmir_LOC108158183	Dpse_LOC4804806	XP_034652626.1	Dvir_XP_002046403.1, Dvir_XP_032290826.1	Dwil_XP_002074752.1, Dwil_XP_002074753.1, Dwil_XP_002074756.1
OG0000933	CG18853, phr	Dmir_LOC108158978, Dmir_LOC117189661, Dmir_LOC117189662	Dpse_LOC4804439	XP_034650866.1	Dvir_XP_032292197.1	Dwil_XP_002063542.3
OG0000934	CG7798	Dmir_LOC108158428, Dmir_LOC117193269, Dmir_LOC117193272	Dpse_LOC4804646	XP_034654347.1	Dvir_XP_002049593.1, Dvir_XP_032292738.1	Dwil_XP_002061593.2
OG0000935	Sfxn1-3	Dmir_LOC108157392, Dmir_LOC108160788	Dpse_LOC26532481, Dpse_LOC6897777	XP_034652480.1, XP_034662918.1	Dvir_XP_002058678.1	Dwil_XP_002072735.1
OG0000936	PH4alphaPV	Dmir_LOC108154309	Dpse_LOC4800295	XP_034662709.1	Dvir_XP_002054071.2, Dvir_XP_002054072.2, Dvir_XP_002054073.1	Dwil_XP_023036057.1, Dwil_XP_023036059.1
OG0000937	cN-IIIB	Dmir_LOC108158936, Dmir_LOC117188227, Dmir_LOC117192647, Dmir_LOC117192648	Dpse_LOC4805629	XP_034650051.1	Dvir_XP_002049437.1	Dwil_XP_002063687.1
OG0000938	CG4882	Dmir_LOC108160557, Dmir_LOC117190625, Dmir_LOC117191635	Dpse_LOC4803511	XP_034654863.1	Dvir_XP_002049956.2, Dvir_XP_032288816.1	Dwil_XP_002063769.1
OG0000939	CG17999	Dmir_LOC108160975, Dmir_LOC117189389, Dmir_LOC117189410, Dmir_LOC117190986	Dpse_LOC4804408	XP_034652530.1	Dvir_XP_002059424.1	Dwil_XP_002074945.1
OG0000940	CG33108	Dmir_LOC108155644, Dmir_LOC117187091, Dmir_LOC117187092	Dpse_LOC13036518, Dpse_LOC26533134	XP_034663795.1	Dvir_XP_002054833.1	Dwil_XP_002073554.3
OG0000941	TTLL3B	Dmir_LOC108162338, Dmir_LOC108163651	Dpse_LOC4818042, Dpse_LOC6902363	XP_034668523.1, XP_034669133.1	Dvir_XP_015028017.1	Dwil_XP_002067073.1
OG0000942	CG10761	Dmir_LOC108152934, Dmir_LOC108154023	Dpse_LOC4815264, Dpse_LOC6896862	XP_034655044.1, XP_034665067.1	Dvir_XP_002055507.1	Dwil_XP_002064056.1
OG0000943	Cyp6a14	Dmir_LOC108160277, Dmir_LOC108160733	Dpse_LOC117183541, Dpse_LOC26533075, Dpse_LOC4804974	XP_034652022.1	Dvir_XP_002049667.1	Dwil_XP_002063220.1
OG0000944	CG14077	Dmir_LOC108163953, Dmir_LOC108163954	Dpse_LOC6903350, Dpse_LOC6903351	XP_034667855.1, XP_034667856.1	Dvir_XP_002046858.2	Dwil_XP_023032236.1
OG0000945	CG14671	Dmir_LOC108156765	Dpse_LOC117183380, Dpse_LOC117183381, Dpse_LOC117183382, Dpse_LOC4802430	XP_034663362.1	Dvir_XP_002054622.2	Dwil_XP_002072773.1
OG0000946	r2d2	Dmir_LOC108163156, Dmir_LOC117185883	Dpse_LOC4817185, Dpse_LOC6901920	XP_034655403.1, XP_034668302.1	Dvir_XP_002051657.1	Dwil_XP_002065161.1
OG0000947	CG33985, obst-H	Dmir_LOC108165274	Dpse_LOC4813541	XP_034658423.1, XP_034658424.1	Dvir_XP_002048251.1, Dvir_XP_002048253.2	Dwil_XP_002074432.2
OG0000948	CG30222	Dmir_LOC108151975, Dmir_LOC108161499	Dpse_LOC26532591, Dpse_LOC6901955	XP_034667489.1, XP_034667551.1	Dvir_XP_015029097.1	Dwil_XP_023032104.1
